name,time,application,num_replicas,batch_size
ncf-1944,419695.0,ncf,1,32768
cifar10-1945,419701.0,cifar10,16,4096
yolov3-1946,419731.0,yolov3,4,64
yolov3-1947,419739.0,yolov3,4,64
yolov3-1948,419822.0,yolov3,4,64
cifar10-1949,419943.0,cifar10,8,2048
ncf-1950,420004.0,ncf,1,32768
ncf-1951,420045.0,ncf,1,32768
ncf-1952,420068.0,ncf,1,32768
ncf-1953,420092.0,ncf,1,32768
cifar10-1954,420096.0,cifar10,16,4096
yolov3-1955,420123.0,yolov3,4,64
cifar10-1956,420124.0,cifar10,16,4096
ncf-1957,420152.0,ncf,1,32768
cifar10-1958,420176.0,cifar10,6,2048
ncf-1959,420202.0,ncf,1,32768
yolov3-1960,420271.0,yolov3,4,64
imagenet-1961,420278.0,imagenet,24,3200
yolov3-1962,420283.0,yolov3,4,64
yolov3-1963,420287.0,yolov3,4,64
yolov3-1964,420293.0,yolov3,4,64
yolov3-1965,420298.0,yolov3,4,64
yolov3-1966,420302.0,yolov3,4,64
yolov3-1967,420307.0,yolov3,4,64
ncf-1968,420517.0,ncf,1,32768
cifar10-1969,420696.0,cifar10,8,2048
yolov3-1970,420804.0,yolov3,4,64
yolov3-1971,420935.0,yolov3,4,64
cifar10-1972,421296.0,cifar10,6,2048
cifar10-1973,421448.0,cifar10,6,2048
cifar10-1974,421454.0,cifar10,6,2048
cifar10-1975,421461.0,cifar10,6,2048
ncf-1976,421466.0,ncf,1,32768
cifar10-1977,421473.0,cifar10,8,2048
cifar10-1978,421480.0,cifar10,16,4096
ncf-1979,421486.0,ncf,1,32768
cifar10-1980,421493.0,cifar10,6,2048
cifar10-1981,421500.0,cifar10,6,2048
cifar10-1982,421506.0,cifar10,8,2048
ncf-1983,421513.0,ncf,1,32768
cifar10-1984,421519.0,cifar10,6,2048
cifar10-1985,421527.0,cifar10,12,4096
ncf-1986,421532.0,ncf,1,32768
cifar10-1987,421543.0,cifar10,8,2048
cifar10-1988,421556.0,cifar10,16,4096
ncf-1989,421562.0,ncf,1,32768
cifar10-1990,421569.0,cifar10,16,4096
cifar10-1991,421578.0,cifar10,6,2048
cifar10-1992,421590.0,cifar10,8,2048
cifar10-1993,421596.0,cifar10,6,2048
ncf-1994,421602.0,ncf,1,32768
cifar10-1995,421609.0,cifar10,8,2048
cifar10-1996,421622.0,cifar10,8,2048
ncf-1997,421629.0,ncf,1,32768
cifar10-1998,421631.0,cifar10,6,2048
ncf-1999,421632.0,ncf,1,32768
cifar10-2000,421634.0,cifar10,6,2048
ncf-2001,421635.0,ncf,1,32768
cifar10-2002,421642.0,cifar10,12,4096
cifar10-2003,421649.0,cifar10,12,4096
ncf-2004,421656.0,ncf,1,32768
ncf-2005,421662.0,ncf,1,32768
cifar10-2006,421666.0,cifar10,16,4096
cifar10-2007,421669.0,cifar10,12,4096
cifar10-2008,421675.0,cifar10,8,2048
cifar10-2009,421681.0,cifar10,12,4096
cifar10-2010,421685.0,cifar10,16,4096
cifar10-2011,421687.0,cifar10,16,4096
cifar10-2012,421694.0,cifar10,16,4096
cifar10-2013,421700.0,cifar10,16,4096
ncf-2014,421707.0,ncf,1,32768
cifar10-2015,421714.0,cifar10,12,4096
cifar10-2016,421720.0,cifar10,12,4096
cifar10-2017,421727.0,cifar10,16,4096
cifar10-2018,421740.0,cifar10,6,2048
ncf-2019,421747.0,ncf,1,32768
cifar10-2020,421753.0,cifar10,8,2048
ncf-2021,421759.0,ncf,1,32768
ncf-2022,421767.0,ncf,1,32768
cifar10-2023,421773.0,cifar10,6,2048
cifar10-2024,421780.0,cifar10,6,2048
cifar10-2025,421787.0,cifar10,8,2048
ncf-2026,421793.0,ncf,1,32768
cifar10-2027,421801.0,cifar10,16,4096
cifar10-2028,421806.0,cifar10,12,4096
cifar10-2029,421813.0,cifar10,8,2048
ncf-2030,421817.0,ncf,1,32768
ncf-2031,421820.0,ncf,1,32768
cifar10-2032,421822.0,cifar10,8,2048
ncf-2033,421826.0,ncf,1,32768
cifar10-2034,421833.0,cifar10,8,2048
ncf-2035,421837.0,ncf,1,32768
cifar10-2036,421838.0,cifar10,8,2048
ncf-2037,421839.0,ncf,1,32768
ncf-2038,421884.0,ncf,1,32768
cifar10-2039,421897.0,cifar10,16,4096
cifar10-2040,421943.0,cifar10,8,2048
cifar10-2041,421948.0,cifar10,12,4096
cifar10-2042,422028.0,cifar10,8,2048
yolov3-2043,422066.0,yolov3,4,64
bert-2044,422169.0,bert,12,384
cifar10-2045,422340.0,cifar10,8,2048
ncf-2046,422442.0,ncf,1,32768
ncf-2047,422461.0,ncf,1,32768
ncf-2048,422493.0,ncf,1,32768
cifar10-2049,422513.0,cifar10,6,2048
ncf-2050,422540.0,ncf,1,32768
ncf-2051,422562.0,ncf,1,32768
cifar10-2052,422615.0,cifar10,12,4096
cifar10-2053,422639.0,cifar10,8,2048
ncf-2054,422673.0,ncf,1,32768
cifar10-2055,422684.0,cifar10,8,2048
cifar10-2056,422701.0,cifar10,16,4096
cifar10-2057,422708.0,cifar10,12,4096
cifar10-2058,422793.0,cifar10,6,2048
imagenet-2059,422826.0,imagenet,48,6400
ncf-2060,422864.0,ncf,1,32768
ncf-2061,422927.0,ncf,1,32768
ncf-2062,422941.0,ncf,1,32768
cifar10-2063,422951.0,cifar10,16,4096
cifar10-2064,422966.0,cifar10,8,2048
ncf-2065,422972.0,ncf,1,32768
ncf-2066,422978.0,ncf,1,32768
cifar10-2067,422985.0,cifar10,16,4096
ncf-2068,422991.0,ncf,1,32768
cifar10-2069,422997.0,cifar10,12,4096
ncf-2070,423004.0,ncf,1,32768
cifar10-2071,423004.0,cifar10,8,2048
ncf-2072,423010.0,ncf,1,32768
ncf-2073,423016.0,ncf,1,32768
cifar10-2074,423022.0,cifar10,8,2048
ncf-2075,423028.0,ncf,1,32768
ncf-2076,423034.0,ncf,1,32768
cifar10-2077,423040.0,cifar10,8,2048
ncf-2078,423040.0,ncf,1,32768
ncf-2079,423046.0,ncf,1,32768
cifar10-2080,423053.0,cifar10,8,2048
cifar10-2081,423059.0,cifar10,6,2048
ncf-2082,423066.0,ncf,1,32768
ncf-2083,423087.0,ncf,1,32768
cifar10-2084,423093.0,cifar10,8,2048
ncf-2085,423099.0,ncf,1,32768
cifar10-2086,423107.0,cifar10,12,4096
ncf-2087,423113.0,ncf,1,32768
cifar10-2088,423119.0,cifar10,12,4096
cifar10-2089,423125.0,cifar10,12,4096
ncf-2090,423134.0,ncf,1,32768
ncf-2091,423140.0,ncf,1,32768
ncf-2092,423153.0,ncf,1,32768
cifar10-2093,423154.0,cifar10,12,4096
ncf-2094,423162.0,ncf,1,32768
cifar10-2095,423169.0,cifar10,6,2048
ncf-2096,423175.0,ncf,1,32768
ncf-2097,423178.0,ncf,1,32768
cifar10-2098,423181.0,cifar10,12,4096
cifar10-2099,423182.0,cifar10,6,2048
ncf-2100,423188.0,ncf,1,32768
ncf-2101,423195.0,ncf,1,32768
cifar10-2102,423202.0,cifar10,12,4096
cifar10-2103,423209.0,cifar10,12,4096
cifar10-2104,423215.0,cifar10,16,4096
cifar10-2105,423221.0,cifar10,8,2048
cifar10-2106,423229.0,cifar10,6,2048
cifar10-2107,423235.0,cifar10,6,2048
ncf-2108,423243.0,ncf,1,32768
cifar10-2109,423250.0,cifar10,16,4096
ncf-2110,423257.0,ncf,1,32768
ncf-2111,423264.0,ncf,1,32768
cifar10-2112,423269.0,cifar10,6,2048
cifar10-2113,423275.0,cifar10,8,2048
cifar10-2114,423281.0,cifar10,6,2048
ncf-2115,423281.0,ncf,1,32768
ncf-2116,423288.0,ncf,1,32768
cifar10-2117,423294.0,cifar10,6,2048
ncf-2118,423303.0,ncf,1,32768
ncf-2119,423317.0,ncf,1,32768
ncf-2120,423325.0,ncf,1,32768
ncf-2121,423330.0,ncf,1,32768
cifar10-2122,423336.0,cifar10,6,2048
deepspeech2-2123,423343.0,deepspeech2,8,320
ncf-2124,423349.0,ncf,1,32768
cifar10-2125,423349.0,cifar10,6,2048
ncf-2126,423361.0,ncf,1,32768
ncf-2127,423375.0,ncf,1,32768
ncf-2128,423382.0,ncf,1,32768
ncf-2129,423394.0,ncf,1,32768
cifar10-2130,423397.0,cifar10,12,4096
ncf-2131,423434.0,ncf,1,32768
ncf-2132,423440.0,ncf,1,32768
ncf-2133,423458.0,ncf,1,32768
ncf-2134,423463.0,ncf,1,32768
ncf-2135,423503.0,ncf,1,32768
cifar10-2136,423505.0,cifar10,16,4096
ncf-2137,423642.0,ncf,1,32768
cifar10-2138,423680.0,cifar10,16,4096
ncf-2139,423701.0,ncf,1,32768
ncf-2140,423784.0,ncf,1,32768
bert-2141,423828.0,bert,6,384
ncf-2142,423847.0,ncf,1,32768
ncf-2143,423854.0,ncf,1,32768
ncf-2144,423854.0,ncf,1,32768
cifar10-2145,423960.0,cifar10,6,2048
ncf-2146,424016.0,ncf,1,32768
cifar10-2147,424019.0,cifar10,8,2048
cifar10-2148,424063.0,cifar10,16,4096
ncf-2149,424063.0,ncf,1,32768
ncf-2150,424067.0,ncf,1,32768
ncf-2151,424114.0,ncf,1,32768
ncf-2152,424124.0,ncf,1,32768
ncf-2153,424133.0,ncf,1,32768
ncf-2154,424156.0,ncf,1,32768
ncf-2155,424163.0,ncf,1,32768
ncf-2156,424170.0,ncf,1,32768
cifar10-2157,424183.0,cifar10,6,2048
cifar10-2158,424185.0,cifar10,12,4096
ncf-2159,424191.0,ncf,1,32768
ncf-2160,424202.0,ncf,1,32768
ncf-2161,424277.0,ncf,1,32768
ncf-2162,424297.0,ncf,1,32768
cifar10-2163,424340.0,cifar10,16,4096
cifar10-2164,424382.0,cifar10,12,4096
cifar10-2165,424388.0,cifar10,16,4096
cifar10-2166,424421.0,cifar10,12,4096
yolov3-2167,424472.0,yolov3,4,64
cifar10-2168,424602.0,cifar10,8,2048
cifar10-2169,424646.0,cifar10,16,4096
cifar10-2170,424670.0,cifar10,8,2048
ncf-2171,424675.0,ncf,1,32768
cifar10-2172,424675.0,cifar10,6,2048
cifar10-2173,424819.0,cifar10,12,4096
cifar10-2174,424840.0,cifar10,16,4096
cifar10-2175,424845.0,cifar10,6,2048
ncf-2176,424846.0,ncf,1,32768
ncf-2177,424851.0,ncf,1,32768
ncf-2178,424851.0,ncf,1,32768
ncf-2179,424896.0,ncf,1,32768
cifar10-2180,424952.0,cifar10,6,2048
yolov3-2181,424962.0,yolov3,4,64
ncf-2182,424966.0,ncf,1,32768
yolov3-2183,424966.0,yolov3,4,64
cifar10-2184,424971.0,cifar10,12,4096
yolov3-2185,424971.0,yolov3,4,64
yolov3-2186,424976.0,yolov3,4,64
ncf-2187,424977.0,ncf,1,32768
yolov3-2188,424981.0,yolov3,4,64
yolov3-2189,424987.0,yolov3,4,64
cifar10-2190,424991.0,cifar10,6,2048
yolov3-2191,424993.0,yolov3,4,64
bert-2192,424996.0,bert,16,384
ncf-2193,424997.0,ncf,1,32768
yolov3-2194,424998.0,yolov3,4,64
ncf-2195,425018.0,ncf,1,32768
ncf-2196,425018.0,ncf,1,32768
ncf-2197,425086.0,ncf,1,32768
ncf-2198,425086.0,ncf,1,32768
ncf-2199,425142.0,ncf,1,32768
ncf-2200,425147.0,ncf,1,32768
ncf-2201,425187.0,ncf,1,32768
ncf-2202,425200.0,ncf,1,32768
ncf-2203,425206.0,ncf,1,32768
cifar10-2204,425247.0,cifar10,8,2048
cifar10-2205,425251.0,cifar10,16,4096
ncf-2206,425257.0,ncf,1,32768
ncf-2207,425281.0,ncf,1,32768
ncf-2208,425320.0,ncf,1,32768
ncf-2209,425334.0,ncf,1,32768
cifar10-2210,425497.0,cifar10,8,2048
cifar10-2211,425531.0,cifar10,16,4096
ncf-2212,425899.0,ncf,1,32768
cifar10-2213,425907.0,cifar10,16,4096
yolov3-2214,425909.0,yolov3,4,64
ncf-2215,425913.0,ncf,1,32768
ncf-2216,425920.0,ncf,1,32768
bert-2217,425934.0,bert,12,384
ncf-2218,425940.0,ncf,1,32768
ncf-2219,425947.0,ncf,1,32768
ncf-2220,425955.0,ncf,1,32768
ncf-2221,425960.0,ncf,1,32768
ncf-2222,425962.0,ncf,1,32768
cifar10-2223,425970.0,cifar10,12,4096
cifar10-2224,425982.0,cifar10,8,2048
cifar10-2225,425996.0,cifar10,12,4096
yolov3-2226,425998.0,yolov3,4,64
cifar10-2227,426002.0,cifar10,8,2048
cifar10-2228,426009.0,cifar10,6,2048
ncf-2229,426010.0,ncf,1,32768
ncf-2230,426015.0,ncf,1,32768
cifar10-2231,426021.0,cifar10,12,4096
cifar10-2232,426028.0,cifar10,8,2048
ncf-2233,426034.0,ncf,1,32768
cifar10-2234,426040.0,cifar10,8,2048
cifar10-2235,426046.0,cifar10,16,4096
cifar10-2236,426052.0,cifar10,8,2048
ncf-2237,426059.0,ncf,1,32768
cifar10-2238,426064.0,cifar10,8,2048
cifar10-2239,426071.0,cifar10,12,4096
ncf-2240,426078.0,ncf,1,32768
cifar10-2241,426084.0,cifar10,12,4096
yolov3-2242,426088.0,yolov3,4,64
ncf-2243,426090.0,ncf,1,32768
yolov3-2244,426093.0,yolov3,4,64
ncf-2245,426096.0,ncf,1,32768
cifar10-2246,426096.0,cifar10,6,2048
cifar10-2247,426102.0,cifar10,6,2048
cifar10-2248,426108.0,cifar10,12,4096
ncf-2249,426114.0,ncf,1,32768
cifar10-2250,426122.0,cifar10,16,4096
ncf-2251,426129.0,ncf,1,32768
cifar10-2252,426135.0,cifar10,8,2048
ncf-2253,426141.0,ncf,1,32768
ncf-2254,426147.0,ncf,1,32768
cifar10-2255,426153.0,cifar10,6,2048
ncf-2256,426159.0,ncf,1,32768
ncf-2257,426166.0,ncf,1,32768
bert-2258,426172.0,bert,8,384
ncf-2259,426179.0,ncf,1,32768
deepspeech2-2260,426185.0,deepspeech2,8,320
ncf-2261,426191.0,ncf,1,32768
cifar10-2262,426197.0,cifar10,12,4096
ncf-2263,426203.0,ncf,1,32768
cifar10-2264,426209.0,cifar10,16,4096
cifar10-2265,426216.0,cifar10,8,2048
cifar10-2266,426221.0,cifar10,6,2048
cifar10-2267,426227.0,cifar10,16,4096
ncf-2268,426233.0,ncf,1,32768
ncf-2269,426246.0,ncf,1,32768
cifar10-2270,426252.0,cifar10,12,4096
ncf-2271,426258.0,ncf,1,32768
ncf-2272,426264.0,ncf,1,32768
cifar10-2273,426271.0,cifar10,6,2048
ncf-2274,426276.0,ncf,1,32768
ncf-2275,426283.0,ncf,1,32768
deepspeech2-2276,426327.0,deepspeech2,8,320
deepspeech2-2277,426333.0,deepspeech2,12,640
bert-2278,426340.0,bert,6,384
deepspeech2-2279,426346.0,deepspeech2,12,640
deepspeech2-2280,426352.0,deepspeech2,12,640
deepspeech2-2281,426358.0,deepspeech2,8,320
deepspeech2-2282,426364.0,deepspeech2,6,320
deepspeech2-2283,426370.0,deepspeech2,12,640
yolov3-2284,426376.0,yolov3,4,64
bert-2285,426383.0,bert,6,384
yolov3-2286,426389.0,yolov3,4,64
ncf-2287,426696.0,ncf,1,32768
ncf-2288,427055.0,ncf,1,32768
ncf-2289,427222.0,ncf,1,32768
bert-2290,427281.0,bert,8,384
ncf-2291,427296.0,ncf,1,32768
imagenet-2292,427314.0,imagenet,32,6400
bert-2293,427462.0,bert,6,384
cifar10-2294,427989.0,cifar10,16,4096
cifar10-2295,428019.0,cifar10,8,2048
ncf-2296,428058.0,ncf,1,32768
ncf-2297,428228.0,ncf,1,32768
cifar10-2298,428257.0,cifar10,8,2048
ncf-2299,428440.0,ncf,1,32768
cifar10-2300,428496.0,cifar10,16,4096
yolov3-2301,428519.0,yolov3,4,64
cifar10-2302,428528.0,cifar10,6,2048
cifar10-2303,428703.0,cifar10,12,4096
cifar10-2304,428745.0,cifar10,12,4096
cifar10-2305,428764.0,cifar10,8,2048
cifar10-2306,428823.0,cifar10,6,2048
cifar10-2307,428828.0,cifar10,12,4096
cifar10-2308,428846.0,cifar10,8,2048
ncf-2309,428849.0,ncf,1,32768
cifar10-2310,428873.0,cifar10,12,4096
cifar10-2311,428889.0,cifar10,6,2048
ncf-2312,428911.0,ncf,1,32768
cifar10-2313,428925.0,cifar10,8,2048
ncf-2314,429074.0,ncf,1,32768
cifar10-2315,429096.0,cifar10,16,4096
yolov3-2316,429112.0,yolov3,4,64
imagenet-2317,429116.0,imagenet,48,6400
ncf-2318,429177.0,ncf,1,32768
ncf-2319,429201.0,ncf,1,32768
ncf-2320,429254.0,ncf,1,32768
cifar10-2321,429297.0,cifar10,12,4096
ncf-2322,429305.0,ncf,1,32768
ncf-2323,429329.0,ncf,1,32768
cifar10-2324,429373.0,cifar10,12,4096
cifar10-2325,429447.0,cifar10,8,2048
ncf-2326,429493.0,ncf,1,32768
cifar10-2327,429502.0,cifar10,12,4096
ncf-2328,429588.0,ncf,1,32768
ncf-2329,429667.0,ncf,1,32768
ncf-2330,429696.0,ncf,1,32768
ncf-2331,429698.0,ncf,1,32768
cifar10-2332,429705.0,cifar10,8,2048
ncf-2333,429764.0,ncf,1,32768
cifar10-2334,429848.0,cifar10,8,2048
ncf-2335,429852.0,ncf,1,32768
cifar10-2336,429865.0,cifar10,8,2048
yolov3-2337,429910.0,yolov3,4,64
ncf-2338,429948.0,ncf,1,32768
yolov3-2339,429952.0,yolov3,4,64
cifar10-2340,429970.0,cifar10,8,2048
cifar10-2341,429973.0,cifar10,12,4096
ncf-2342,429988.0,ncf,1,32768
ncf-2343,430045.0,ncf,1,32768
yolov3-2344,430193.0,yolov3,4,64
cifar10-2345,430199.0,cifar10,6,2048
cifar10-2346,430296.0,cifar10,6,2048
ncf-2347,430353.0,ncf,1,32768
cifar10-2348,430373.0,cifar10,16,4096
ncf-2349,430388.0,ncf,1,32768
cifar10-2350,430395.0,cifar10,12,4096
ncf-2351,430415.0,ncf,1,32768
cifar10-2352,430455.0,cifar10,12,4096
cifar10-2353,430513.0,cifar10,16,4096
ncf-2354,430557.0,ncf,1,32768
cifar10-2355,430601.0,cifar10,8,2048
cifar10-2356,430666.0,cifar10,6,2048
ncf-2357,430795.0,ncf,1,32768
ncf-2358,430844.0,ncf,1,32768
ncf-2359,430846.0,ncf,1,32768
ncf-2360,430896.0,ncf,1,32768
bert-2361,430905.0,bert,6,384
ncf-2362,430929.0,ncf,1,32768
cifar10-2363,431496.0,cifar10,8,2048
ncf-2364,431559.0,ncf,1,32768
cifar10-2365,432096.0,cifar10,8,2048
bert-2366,432435.0,bert,6,384
cifar10-2367,432696.0,cifar10,6,2048
yolov3-2368,432798.0,yolov3,4,64
cifar10-2369,433296.0,cifar10,12,4096
ncf-2370,433896.0,ncf,1,32768
deepspeech2-2371,434296.0,deepspeech2,6,320
bert-2372,434296.0,bert,6,384
deepspeech2-2373,434296.0,deepspeech2,12,640
deepspeech2-2374,434352.0,deepspeech2,12,640
ncf-2375,434496.0,ncf,1,32768
cifar10-2376,435096.0,cifar10,8,2048
cifar10-2377,436296.0,cifar10,8,2048
ncf-2378,436896.0,ncf,1,32768
imagenet-2379,436972.0,imagenet,48,6400
cifar10-2380,437495.0,cifar10,16,4096
yolov3-2381,437893.0,yolov3,4,64
yolov3-2382,438134.0,yolov3,4,64
imagenet-2383,438138.0,imagenet,48,6400
yolov3-2384,438257.0,yolov3,4,64
cifar10-2385,438696.0,cifar10,16,4096
cifar10-2386,439295.0,cifar10,16,4096
cifar10-2387,439896.0,cifar10,6,2048
ncf-2388,440495.0,ncf,1,32768
cifar10-2389,441095.0,cifar10,16,4096
yolov3-2390,441308.0,yolov3,4,64
yolov3-2391,441992.0,yolov3,4,64
yolov3-2392,442146.0,yolov3,4,64
ncf-2393,442296.0,ncf,1,32768
yolov3-2394,442327.0,yolov3,4,64
ncf-2395,442356.0,ncf,1,32768
deepspeech2-2396,442867.0,deepspeech2,6,320
ncf-2397,442895.0,ncf,1,32768
bert-2398,443201.0,bert,6,384
ncf-2399,443496.0,ncf,1,32768
cifar10-2400,443679.0,cifar10,8,2048
ncf-2401,444095.0,ncf,1,32768
bert-2402,444101.0,bert,16,384
yolov3-2403,444134.0,yolov3,4,64
cifar10-2404,444136.0,cifar10,8,2048
imagenet-2405,444185.0,imagenet,48,6400
ncf-2406,444578.0,ncf,1,32768
cifar10-2407,444696.0,cifar10,12,4096
ncf-2408,444715.0,ncf,1,32768
bert-2409,444978.0,bert,16,384
deepspeech2-2410,444993.0,deepspeech2,6,320
cifar10-2411,445295.0,cifar10,16,4096
cifar10-2412,445434.0,cifar10,8,2048
cifar10-2413,445833.0,cifar10,16,4096
ncf-2414,445869.0,ncf,1,32768
ncf-2415,445897.0,ncf,1,32768
imagenet-2416,446150.0,imagenet,24,3200
imagenet-2417,446325.0,imagenet,32,6400
imagenet-2418,446412.0,imagenet,48,6400
cifar10-2419,446496.0,cifar10,12,4096
yolov3-2420,446602.0,yolov3,4,64
ncf-2421,447096.0,ncf,1,32768
imagenet-2422,447128.0,imagenet,24,3200
imagenet-2423,447260.0,imagenet,32,6400
imagenet-2424,447518.0,imagenet,48,6400
ncf-2425,447696.0,ncf,1,32768
imagenet-2426,448054.0,imagenet,32,6400
bert-2427,448293.0,bert,16,384
ncf-2428,448296.0,ncf,1,32768
cifar10-2429,448896.0,cifar10,16,4096
yolov3-2430,449366.0,yolov3,4,64
cifar10-2431,449911.0,cifar10,16,4096
cifar10-2432,450097.0,cifar10,8,2048
cifar10-2433,450696.0,cifar10,16,4096
ncf-2434,451070.0,ncf,1,32768
cifar10-2435,451078.0,cifar10,6,2048
bert-2436,451102.0,bert,12,384
ncf-2437,451110.0,ncf,1,32768
ncf-2438,451296.0,ncf,1,32768
ncf-2439,451455.0,ncf,1,32768
cifar10-2440,451463.0,cifar10,6,2048
ncf-2441,451463.0,ncf,1,32768
ncf-2442,451467.0,ncf,1,32768
cifar10-2443,451497.0,cifar10,12,4096
imagenet-2444,451516.0,imagenet,24,3200
imagenet-2445,451535.0,imagenet,32,6400
yolov3-2446,451550.0,yolov3,4,64
yolov3-2447,451568.0,yolov3,4,64
imagenet-2448,451593.0,imagenet,24,3200
imagenet-2449,451614.0,imagenet,48,6400
yolov3-2450,451639.0,yolov3,4,64
yolov3-2451,451657.0,yolov3,4,64
cifar10-2452,451896.0,cifar10,6,2048
cifar10-2453,452126.0,cifar10,8,2048
ncf-2454,452175.0,ncf,1,32768
imagenet-2455,452230.0,imagenet,24,3200
imagenet-2456,452599.0,imagenet,32,6400
cifar10-2457,452971.0,cifar10,8,2048
ncf-2458,452983.0,ncf,1,32768
imagenet-2459,453017.0,imagenet,24,3200
cifar10-2460,453058.0,cifar10,8,2048
cifar10-2461,453096.0,cifar10,8,2048
yolov3-2462,453210.0,yolov3,4,64
imagenet-2463,453252.0,imagenet,32,6400
imagenet-2464,453258.0,imagenet,48,6400
imagenet-2465,453265.0,imagenet,32,6400
imagenet-2466,453272.0,imagenet,24,3200
imagenet-2467,453280.0,imagenet,32,6400
imagenet-2468,453285.0,imagenet,24,3200
imagenet-2469,453292.0,imagenet,24,3200
cifar10-2470,453697.0,cifar10,16,4096
yolov3-2471,454180.0,yolov3,4,64
yolov3-2472,454510.0,yolov3,4,64
ncf-2473,454896.0,ncf,1,32768
yolov3-2474,454900.0,yolov3,4,64
deepspeech2-2475,454991.0,deepspeech2,12,640
deepspeech2-2476,455198.0,deepspeech2,6,320
yolov3-2477,455263.0,yolov3,4,64
ncf-2478,455503.0,ncf,1,32768
bert-2479,455529.0,bert,16,384
cifar10-2480,455729.0,cifar10,12,4096
ncf-2481,456096.0,ncf,1,32768
ncf-2482,456103.0,ncf,1,32768
ncf-2483,456200.0,ncf,1,32768
yolov3-2484,456550.0,yolov3,4,64
imagenet-2485,456840.0,imagenet,32,6400
deepspeech2-2486,456898.0,deepspeech2,12,640
imagenet-2487,456919.0,imagenet,48,6400
ncf-2488,457296.0,ncf,1,32768
ncf-2489,457505.0,ncf,1,32768
ncf-2490,457510.0,ncf,1,32768
ncf-2491,457511.0,ncf,1,32768
deepspeech2-2492,457666.0,deepspeech2,8,320
cifar10-2493,457896.0,cifar10,8,2048
ncf-2494,457953.0,ncf,1,32768
cifar10-2495,458264.0,cifar10,16,4096
bert-2496,458721.0,bert,12,384
cifar10-2497,458748.0,cifar10,8,2048
ncf-2498,459060.0,ncf,1,32768
cifar10-2499,459096.0,cifar10,8,2048
cifar10-2500,459246.0,cifar10,6,2048
cifar10-2501,459529.0,cifar10,16,4096
cifar10-2502,459696.0,cifar10,6,2048
ncf-2503,460091.0,ncf,1,32768
ncf-2504,460296.0,ncf,1,32768
bert-2505,460829.0,bert,8,384
cifar10-2506,460896.0,cifar10,16,4096
ncf-2507,461037.0,ncf,1,32768
ncf-2508,461496.0,ncf,1,32768
deepspeech2-2509,461545.0,deepspeech2,12,640
cifar10-2510,461610.0,cifar10,8,2048
imagenet-2511,461799.0,imagenet,24,3200
ncf-2512,462397.0,ncf,1,32768
deepspeech2-2513,462584.0,deepspeech2,8,320
cifar10-2514,462696.0,cifar10,6,2048
bert-2515,463079.0,bert,6,384
ncf-2516,463296.0,ncf,1,32768
bert-2517,463766.0,bert,16,384
yolov3-2518,463790.0,yolov3,4,64
cifar10-2519,463897.0,cifar10,6,2048
cifar10-2520,464316.0,cifar10,8,2048
bert-2521,464466.0,bert,12,384
ncf-2522,464496.0,ncf,1,32768
cifar10-2523,465096.0,cifar10,16,4096
bert-2524,465405.0,bert,16,384
deepspeech2-2525,465418.0,deepspeech2,8,320
cifar10-2526,465666.0,cifar10,6,2048
ncf-2527,465707.0,ncf,1,32768
deepspeech2-2528,466071.0,deepspeech2,8,320
bert-2529,466149.0,bert,12,384
ncf-2530,466299.0,ncf,1,32768
imagenet-2531,466623.0,imagenet,32,6400
ncf-2532,466896.0,ncf,1,32768
cifar10-2533,467496.0,cifar10,6,2048
ncf-2534,467930.0,ncf,1,32768
deepspeech2-2535,468078.0,deepspeech2,6,320
ncf-2536,468097.0,ncf,1,32768
deepspeech2-2537,468101.0,deepspeech2,12,640
ncf-2538,468232.0,ncf,1,32768
ncf-2539,468696.0,ncf,1,32768
cifar10-2540,469896.0,cifar10,12,4096
cifar10-2541,470496.0,cifar10,8,2048
cifar10-2542,470523.0,cifar10,8,2048
ncf-2543,470535.0,ncf,1,32768
ncf-2544,470537.0,ncf,1,32768
deepspeech2-2545,470878.0,deepspeech2,8,320
deepspeech2-2546,470879.0,deepspeech2,12,640
ncf-2547,471000.0,ncf,1,32768
cifar10-2548,471015.0,cifar10,6,2048
ncf-2549,471096.0,ncf,1,32768
ncf-2550,471448.0,ncf,1,32768
cifar10-2551,471696.0,cifar10,6,2048
ncf-2552,472296.0,ncf,1,32768
cifar10-2553,472896.0,cifar10,8,2048
yolov3-2554,472990.0,yolov3,4,64
cifar10-2555,473496.0,cifar10,16,4096
ncf-2556,474096.0,ncf,1,32768
bert-2557,474149.0,bert,8,384
cifar10-2558,474331.0,cifar10,12,4096
yolov3-2559,474641.0,yolov3,4,64
bert-2560,474691.0,bert,8,384
cifar10-2561,475896.0,cifar10,16,4096
ncf-2562,475982.0,ncf,1,32768
cifar10-2563,476496.0,cifar10,12,4096
cifar10-2564,476675.0,cifar10,12,4096
cifar10-2565,476750.0,cifar10,8,2048
cifar10-2566,477096.0,cifar10,12,4096
ncf-2567,477139.0,ncf,1,32768
ncf-2568,477164.0,ncf,1,32768
cifar10-2569,477697.0,cifar10,12,4096
cifar10-2570,478296.0,cifar10,6,2048
yolov3-2571,478414.0,yolov3,4,64
cifar10-2572,478446.0,cifar10,16,4096
ncf-2573,478447.0,ncf,1,32768
ncf-2574,478896.0,ncf,1,32768
ncf-2575,479496.0,ncf,1,32768
ncf-2576,479577.0,ncf,1,32768
bert-2577,479577.0,bert,12,384
